#第一战test？
105003	1	1	2	0	0	0	0	0	0	0	0	0	921003801	1	0	0	0
105003	2	0	3	0	0	0	0	0	0	0	0	0	921003801	2	0	0	0
105003	3	0	4	0	0	0	0	0	0	0	0	0	921003801	3	0	0	0
105003	4	0	5	0	0	0	0	0	0	0	0	0	921003801	4	0	0	0
105003	5	0	6	0	0	0	0	0	0	0	0	0	921003801	5	0	0	0
105003	6	0	7	0	0	0	0	0	0	0	0	1	10001502	0	0	0	0
105003	7	0	8	0	0	0	0	0	0	0	0	0	921003801	6	0	0	0
105003	8	0	9	0	0	0	0	0	0	0	0	0	921003801	7	0	0	0
105003	9	0	10	0	0	0	0	0	0	0	0	0	921003801	8	0	0	0
105003	10	0	0	0	0	0	0	0	0	0	0	0	921003801	9	0	0	0
105003	11	1	18	0	7	0	0	0	0	0	0	0	921003801	21	0	0	0
105003	12	1	13	0	6	4	0	0	0	0	0	0	105003	1	0	0	0
105003	13	0	14	0	0	0	0	0	0	0	0	1	99904601	0	0	0	0
105003	14	0	15	0	0	0	0	0	0	0	0	0	105003	2	0	0	0
105003	15	0	16	0	0	0	0	0	0	0	0	0	105003	3	0	0	0
105003	16	0	17	0	0	0	0	0	0	0	0	0	105003	4	0	0	0
105003	17	0	0	0	0	0	0	0	0	0	0	0	105003	5	0	0	0
105003	18	0	19	0	0	0	0	0	0	0	0	0	105003	6	0	0	0
105003	19	0	20	0	0	0	0	0	0	0	0	0	105003	7	0	0	0
105003	20	0	21	0	0	0	0	0	0	0	0	0	105003	8	0	0	0
105003	21	0	22	0	0	0	0	0	0	0	0	0	105003	9	0	0	0
105003	22	0	23	0	0	0	0	0	0	0	0	0	105003	11	0	0	0
105003	23	0	24	0	0	0	0	0	0	0	0	0	105003	12	0	0	0
105003	24	0	25	0	0	0	0	0	0	0	0	0	105003	13	0	0	0
105003	25	0	26	0	0	0	0	0	0	0	0	0	105003	14	0	0	0
105003	26	0	0	0	0	0	0	0	0	0	0	6	999000023	0	0	0	0
#第一战真
210038	1	1	2	0	0	0	0	0	0	0	0	0	921003801	1	0	0	0
210038	2	0	3	0	0	0	0	0	0	0	0	0	921003801	2	0	0	0
210038	3	0	4	0	0	0	0	0	0	0	0	0	921003801	3	0	0	0
210038	4	0	5	0	0	0	0	0	0	0	0	0	921003801	4	0	0	0
210038	5	0	6	0	0	0	0	0	0	0	0	0	921003801	5	0	0	0
210038	6	0	7	0	0	0	0	0	0	0	0	1	10001502	0	0	0	0
210038	7	0	8	0	0	0	0	0	0	0	0	0	921003801	6	0	0	0
210038	8	0	9	0	0	0	0	0	0	0	0	0	921003801	7	0	0	0
210038	9	0	10	0	0	0	0	0	0	0	0	0	921003801	8	0	0	0
210038	10	0	0	0	0	0	0	0	0	0	0	0	921003801	9	0	0	0
